Course,CourseTitle,CRN,CourseDates,CourseDays,CourseTimes,Room,CreditHours,Enrolled,AvailableSeats,MaxSeats,ScheduleType,InstructionalMethod,Campus,Instructor,Comments,LACCategory,CourseMaterialType,CourseMaterialCost
THEA270-002,Acting III,24527,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Gray Hall 0000,3,0,24,24,Lecture,Face to Face,Main Campus,Joshua Chenard,,,,
THEA276-005,Stage Movement II,21638,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Gray Hall 1305,3,0,18,18,Lecture,Face to Face,Main Campus,Andrea Moon,,,,
THEA290-002,History of Style and Decor,24528,01/09/2023 05/07/2023,M W F,2:30pm-3:20pm,Frasier Hall 0011,3,0,12,12,Lecture,Face to Face,Main Campus,Mary Houston,,,,
THEA297-004,AH1-History of Theatre II,20506,01/09/2023 05/07/2023,M W F,10:10am-11:00am,Frasier Hall 0249,3,0,65,65,Lecture,Face to Face,Main Campus,,,"LAA1, LC3A",,
THEA300-012,Adv Ind Perf in Theatre,22847,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,20,20,Laboratory,Face to Face,Main Campus,Brian Hapcic,,,,
THEA324-005,Masterpieces in Thea Prod,22888,01/09/2023 05/07/2023,M W,11:15am-12:05pm,Crabbe 0306,2,0,35,35,Lecture,Face to Face,Main Campus,Andrea Moon,SYNCHRONOUS Online - This course will include virtual meetings on the days and times indicated on the schedule. Support available at www.unco.edu/Canvas.,,,
THEA332-006,Advanced Lighting Design,20908,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Frasier Hall 0011,3,0,12,12,Lecture,Face to Face,Main Campus,Brian Hapcic,,,,
THEA336-006,Adv Voice Speech,21640,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Crabbe 0304,3,0,18,18,Lecture,Face to Face,Main Campus,Miranda Guettlein,,,,
THEA360-003,Advanced Acting Styles I,20522,01/09/2023 05/07/2023,T R,9:30am-10:45am,Frasier Hall 0205,3,0,18,18,Lecture,Face to Face,Main Campus,Kenneth Womble,,,,
THEA361-003,Adv Acting Styles II,20523,01/09/2023 05/07/2023,T R,9:30am-10:45am,Gray Hall 0000,3,0,20,20,Lecture,Face to Face,Main Campus,Geoffrey Kent,,,,
